x6,x13,x14,x8_automatic,x8_manual,x15_No,x15_Yes,Age of car,x1,x11,x9,y
0,6,36,0,1,1,0,17,29,0.7245501138661985,0.0,1222.0
5,1,1,0,1,1,0,7,30,0.7245501138661985,105.0,8499.0
0,6,1,0,1,1,0,10,31,0.11841645235801,211.0,18999.0
2,1,36,0,1,1,0,4,32,-1.9424379967698309,90.0,13999.0
0,6,1,1,0,1,0,12,33,0.7245501138661985,131.0,7700.0
3,1,36,1,0,1,0,13,34,0.7245501138661985,116.0,6000.0
6,6,19,0,1,1,0,15,35,0.11841645235801,98.0,2399.0
2,6,20,0,1,1,0,18,36,0.7245501138661985,125.0,2700.0
6,6,20,0,1,1,0,16,37,0.7245501138661985,143.0,4200.0
3,1,20,0,1,1,0,12,38,0.7245501138661985,150.0,5999.0
6,1,2,1,0,1,0,9,39,0.11841645235801,177.0,6000.0
6,6,2,1,0,1,0,2,40,0.7245501138661985,115.0,2300.0
3,6,10,0,1,1,0,4,41,-2.4273449259763815,101.0,11900.0
7,6,26,1,0,1,0,13,42,0.7245501138661985,116.0,13900.0
6,6,2,0,1,1,0,12,43,0.11841645235801,116.0,7500.0
0,1,2,0,1,1,0,15,44,0.7245501138661985,204.0,5800.0
0,6,27,0,1,1,0,10,45,-0.48771720915017847,101.0,3999.0
6,6,2,0,1,1,0,18,46,0.7245501138661985,105.0,1599.0
4,6,20,1,0,1,0,15,47,0.11841645235801,218.0,12500.0
6,6,10,0,1,1,0,5,48,-1.9424379967698309,250.0,19200.0
3,6,36,1,0,1,0,7,49,-1.45753106756328,140.0,14550.0
6,6,23,0,1,1,0,16,50,0.11841645235801,114.0,2400.0
0,1,2,1,0,1,0,13,51,0.7245501138661985,231.0,7199.0
6,6,0,0,1,1,0,18,52,0.7245501138661985,155.0,1500.0
2,6,21,0,1,1,0,7,53,-2.1848914613731063,98.0,11800.0
7,1,1,0,1,1,0,4,54,-2.1848914613731063,177.0,27300.0
2,6,24,0,1,1,0,18,55,0.7245501138661985,58.0,1250.0
0,1,10,0,1,1,0,14,56,0.7245501138661985,101.0,2700.0
3,6,25,0,1,0,1,18,57,0.7245501138661985,132.0,1499.0
6,6,20,0,1,1,0,18,58,0.7245501138661985,163.0,2200.0
0,1,10,0,1,1,0,11,59,0.7245501138661985,109.0,3300.0
6,6,24,0,1,1,0,12,60,0.7245501138661985,230.0,3250.0
0,6,2,0,1,1,0,15,61,0.7245501138661985,143.0,3299.0
7,6,12,0,1,1,0,11,62,0.7245501138661985,141.0,6350.0
0,1,1,1,0,1,0,12,63,0.7245501138661985,180.0,7750.0
6,1,36,1,0,1,0,5,64,-1.9424379967698309,140.0,25000.0
6,4,2,1,0,1,0,13,65,0.7245501138661985,170.0,6950.0
0,1,35,1,0,1,0,9,66,-1.9424379967698309,150.0,13500.0
6,1,20,1,0,1,0,10,67,0.7245501138661985,170.0,14599.0
4,6,2,1,0,1,0,16,68,0.7245501138661985,231.0,6666.0
6,1,25,0,1,1,0,15,69,0.7245501138661985,107.0,2500.0
6,6,10,0,1,1,0,15,70,-1.6999845321665554,101.0,3700.0
6,1,2,0,1,1,0,6,71,-0.9726241383567292,116.0,9400.0
7,6,35,0,1,1,0,13,72,0.7245501138661985,126.0,5750.0
0,6,1,0,1,1,0,6,73,-1.6999845321665554,160.0,21500.0
2,6,10,0,1,1,0,9,74,-1.45753106756328,82.0,6800.0
6,1,20,0,1,1,0,12,75,0.7245501138661985,150.0,6150.0
5,6,1,0,1,1,0,10,76,0.7245501138661985,170.0,13999.0
4,1,2,0,1,1,0,7,77,-0.9726241383567292,143.0,17950.0
2,6,24,0,1,1,0,14,78,0.7245501138661985,60.0,1900.0
6,6,0,0,1,1,0,15,79,0.7245501138661985,150.0,1699.0
0,1,1,0,1,1,0,11,80,0.7245501138661985,140.0,10200.0
6,6,20,1,0,1,0,7,81,-0.48771720915017847,116.0,21490.0
2,6,12,0,1,1,0,13,82,0.7245501138661985,58.0,1450.0
3,1,36,0,1,1,0,12,83,0.7245501138661985,105.0,6990.0
4,6,4,0,1,1,0,12,84,0.7245501138661985,134.0,3500.0
0,1,20,0,1,1,0,8,85,0.7245501138661985,170.0,13900.0
7,6,36,1,0,0,1,15,86,0.7245501138661985,220.0,5500.0
3,1,36,0,1,0,1,15,87,0.7245501138661985,0.0,4000.0
7,1,20,1,0,1,0,17,88,0.11841645235801,250.0,37000.0
2,6,9,0,1,1,0,10,89,0.11841645235801,77.0,3800.0
7,1,20,0,1,1,0,13,90,0.7245501138661985,163.0,12500.0
6,1,2,1,0,1,0,11,91,0.7245501138661985,231.0,9400.0
0,1,1,1,0,1,0,12,92,0.7245501138661985,179.0,5200.0
4,6,26,0,1,1,0,12,93,0.11841645235801,116.0,18500.0
2,6,9,0,1,1,0,6,94,-2.1848914613731063,69.0,7880.0
6,1,2,1,0,1,0,14,95,0.7245501138661985,218.0,8999.0
3,1,36,0,1,1,0,9,96,0.7245501138661985,174.0,20000.0
6,1,2,1,0,1,0,10,97,0.7245501138661985,177.0,6500.0
6,1,36,0,1,1,0,18,98,0.7245501138661985,101.0,2900.0
2,6,35,0,1,0,1,9,99,-1.9424379967698309,69.0,7500.0
0,6,36,0,1,1,0,17,100,0.7245501138661985,75.0,2222.0
2,6,3,0,1,1,0,8,101,-1.45753106756328,0.0,3200.0
2,6,36,0,1,1,0,10,102,-0.9726241383567292,60.0,5200.0
7,1,22,1,0,1,0,7,103,-0.7301706737534539,200.0,23500.0
6,1,2,1,0,1,0,16,104,0.7245501138661985,163.0,4500.0
6,1,2,0,1,1,0,11,105,-0.48771720915017847,177.0,12500.0
6,6,2,1,0,1,0,13,106,0.11841645235801,218.0,9900.0
0,1,1,0,1,1,0,18,107,0.7245501138661985,179.0,3200.0
6,6,36,0,1,1,0,9,108,0.11841645235801,105.0,8999.0
2,6,35,0,1,0,1,9,109,-1.6999845321665554,68.0,3950.0
3,1,24,0,1,1,0,8,110,0.7245501138661985,0.0,10499.0
0,6,20,0,1,1,0,15,111,0.7245501138661985,143.0,4100.0
4,6,20,0,1,1,0,14,112,-2.4273449259763815,163.0,17000.0
6,6,1,0,1,1,0,17,113,0.7245501138661985,170.0,3600.0
5,6,26,0,1,1,0,12,114,-1.45753106756328,116.0,29500.0
0,1,24,0,1,1,0,13,115,0.7245501138661985,150.0,3600.0
5,6,36,0,1,1,0,10,116,-0.7301706737534539,200.0,14000.0
5,6,20,0,1,1,0,5,117,-2.669798390579657,122.0,23000.0
0,1,27,0,1,1,0,14,118,0.7245501138661985,81.0,1099.0
0,6,36,0,1,1,0,8,119,0.7245501138661985,105.0,10000.0
2,6,36,0,1,1,0,17,120,0.7245501138661985,50.0,1300.0
5,6,32,1,0,1,0,11,121,-0.9726241383567292,71.0,3790.0
6,6,10,0,1,1,0,11,122,0.11841645235801,101.0,4500.0
2,6,30,0,1,1,0,7,123,-1.2150776029600046,86.0,8350.0
0,1,36,0,1,1,0,12,124,0.7245501138661985,105.0,4750.0
0,1,10,0,1,1,0,14,125,0.7245501138661985,90.0,1499.0
0,1,20,1,0,1,0,14,126,0.7245501138661985,122.0,5400.0
4,6,21,1,0,1,0,7,127,-1.9424379967698309,122.0,14650.0
3,1,36,0,1,1,0,12,128,-0.48771720915017847,105.0,9300.0
5,6,2,0,1,1,0,14,129,0.7245501138661985,116.0,3900.0
6,1,19,0,1,1,0,11,130,0.7245501138661985,109.0,3690.0
0,6,1,0,1,1,0,8,131,0.11841645235801,179.0,12990.0
6,6,36,0,1,1,0,12,132,0.7245501138661985,140.0,5490.0
0,1,20,1,0,1,0,9,133,0.7245501138661985,170.0,9400.0
6,6,25,0,1,1,0,17,134,0.7245501138661985,109.0,1999.0
0,1,2,0,1,1,0,14,135,0.7245501138661985,150.0,2250.0
6,6,36,0,1,1,0,2,136,0.7245501138661985,75.0,1800.0
7,4,19,1,0,1,0,14,137,0.11841645235801,203.0,6999.0
3,1,27,0,1,1,0,16,138,0.7245501138661985,82.0,1700.0
6,6,1,1,0,0,1,13,139,0.7245501138661985,116.0,7800.0
0,6,23,0,1,1,0,12,140,-1.45753106756328,116.0,4500.0
4,6,24,0,1,1,0,10,141,-2.4273449259763815,125.0,7300.0
6,6,36,0,1,1,0,9,142,-1.6999845321665554,80.0,8690.0
0,1,36,0,1,1,0,16,143,0.7245501138661985,131.0,2599.0
3,1,27,1,0,1,0,13,144,0.7245501138661985,177.0,3950.0
5,6,20,1,0,1,0,17,145,0.7245501138661985,170.0,4390.0
2,6,10,0,1,1,0,14,146,0.7245501138661985,60.0,2099.0
0,1,36,0,1,1,0,8,147,0.7245501138661985,105.0,7777.0
6,6,36,0,1,1,0,8,148,0.11841645235801,122.0,8800.0
2,6,32,1,0,1,0,7,149,-1.9424379967698309,61.0,4399.0
0,1,34,0,1,1,0,13,150,0.7245501138661985,90.0,1900.0
6,1,2,0,1,1,0,17,151,-2.791025122881295,0.0,3000.0
6,6,25,1,0,1,0,16,152,-0.48771720915017847,75.0,2000.0
6,6,35,0,1,1,0,14,153,0.7245501138661985,97.0,3550.0
6,6,36,0,1,1,0,13,154,0.11841645235801,0.0,9900.0
6,6,2,0,1,1,0,17,155,0.7245501138661985,170.0,1999.0
3,1,15,0,1,1,0,13,156,0.7245501138661985,144.0,1599.0
4,6,24,0,1,1,0,15,157,0.7245501138661985,0.0,2199.0
7,1,18,0,1,1,0,10,158,0.11841645235801,122.0,20500.0
4,6,32,1,0,1,0,5,159,-2.4273449259763815,0.0,8900.0
2,6,27,0,1,1,0,15,160,-0.7301706737534539,58.0,1820.0
0,1,20,1,0,1,0,17,161,0.7245501138661985,143.0,8400.0
0,6,9,0,1,1,0,8,162,-1.2150776029600046,60.0,3999.0
6,1,36,1,0,1,0,3,163,-2.669798390579657,184.0,31900.0
0,1,2,1,0,1,0,14,164,0.7245501138661985,177.0,7500.0
2,6,24,0,1,1,0,3,165,-2.669798390579657,69.0,11600.0
3,1,24,0,1,1,0,13,166,0.11841645235801,101.0,3000.0
0,1,1,1,0,1,0,9,167,-0.48771720915017847,190.0,22100.0
6,6,24,0,1,1,0,18,168,0.7245501138661985,84.0,1950.0
6,1,20,1,0,1,0,15,169,0.7245501138661985,150.0,4990.0
2,6,1,0,1,1,0,14,170,0.7245501138661985,116.0,5700.0
0,1,2,0,1,1,0,18,171,0.7245501138661985,136.0,2499.0
6,6,2,1,0,1,0,14,172,0.7245501138661985,192.0,16999.0
6,1,1,1,0,1,0,8,173,-0.7301706737534539,170.0,26500.0
4,6,20,1,0,1,0,15,174,0.7245501138661985,170.0,11500.0
6,6,24,0,1,1,0,6,175,-1.6999845321665554,179.0,16999.0
0,1,36,0,1,1,0,13,176,0.7245501138661985,101.0,3450.0
3,6,5,0,1,1,0,11,177,0.7245501138661985,109.0,2300.0
6,6,25,0,1,1,0,17,178,-0.48771720915017847,60.0,2499.0
5,6,12,0,1,1,0,4,179,-2.4273449259763815,99.0,10400.0
6,6,24,0,1,1,0,4,180,-2.1848914613731063,116.0,12999.0
6,6,11,0,1,1,0,15,181,0.7245501138661985,83.0,1600.0
0,6,36,0,1,1,0,17,182,0.7245501138661985,75.0,2384.0
2,6,36,0,1,1,0,10,183,-1.2150776029600046,54.0,3500.0
6,6,13,1,0,1,0,18,184,0.7245501138661985,116.0,14500.0
4,4,2,0,1,1,0,13,185,0.7245501138661985,150.0,9990.0
0,1,36,0,1,1,0,17,186,0.7245501138661985,100.0,1500.0
2,6,21,0,1,1,0,15,187,0.7245501138661985,116.0,4400.0
2,6,11,0,1,1,0,16,188,0.7245501138661985,83.0,1890.0
0,6,36,0,1,1,0,15,189,0.7245501138661985,116.0,3900.0
2,6,21,0,1,1,0,17,190,0.7245501138661985,90.0,3200.0
7,1,6,0,1,1,0,5,191,-1.6999845321665554,110.0,15500.0
0,1,2,1,0,1,0,12,192,0.7245501138661985,231.0,9299.0
3,6,10,0,1,1,0,10,193,-1.6999845321665554,145.0,7200.0
6,1,36,1,0,1,0,12,194,0.7245501138661985,170.0,5499.0
6,6,31,0,1,1,0,10,195,-0.7301706737534539,60.0,4500.0
6,6,36,1,0,1,0,13,196,-0.7301706737534539,200.0,10490.0
6,1,36,0,1,1,0,10,197,0.7245501138661985,170.0,10900.0
0,6,1,1,0,1,0,13,198,0.7245501138661985,150.0,7250.0
6,1,36,0,1,1,0,12,199,0.7245501138661985,140.0,3150.0
2,6,9,0,1,1,0,7,200,-1.9424379967698309,69.0,7600.0
5,6,0,0,1,1,0,13,201,0.11841645235801,241.0,7200.0
2,6,36,0,1,1,0,5,202,-2.669798390579657,60.0,7990.0
4,6,25,0,1,1,0,14,203,0.7245501138661985,109.0,3600.0
2,6,36,0,1,1,0,15,204,0.11841645235801,54.0,2500.0
2,6,10,0,1,1,0,8,205,0.7245501138661985,82.0,5500.0
3,6,5,0,1,1,0,14,206,0.7245501138661985,75.0,2550.0
7,6,19,0,1,1,0,15,207,0.7245501138661985,124.0,2800.0
0,1,2,1,0,1,0,7,208,-0.9726241383567292,116.0,30500.0
2,6,24,0,1,1,0,18,209,0.7245501138661985,54.0,1300.0
6,6,24,0,1,1,0,8,210,-1.2150776029600046,0.0,7690.0
6,6,1,1,0,1,0,18,211,0.7245501138661985,116.0,7750.0
6,6,1,0,1,1,0,15,212,0.7245501138661985,150.0,4290.0
4,6,10,0,1,1,0,11,213,0.7245501138661985,100.0,6700.0
2,6,5,0,1,0,1,6,214,-1.2150776029600046,120.0,8888.0
0,1,36,1,0,1,0,11,215,0.7245501138661985,140.0,7900.0
0,1,1,0,1,1,0,7,216,0.7245501138661985,170.0,14850.0
6,6,36,0,1,1,0,13,217,0.7245501138661985,250.0,5950.0
0,6,1,0,1,1,0,14,218,0.7245501138661985,163.0,3000.0
3,6,36,0,1,1,0,8,219,-0.7301706737534539,80.0,8650.0
0,1,27,0,1,1,0,10,220,0.7245501138661985,103.0,5999.0
2,6,19,0,1,1,0,17,221,0.7245501138661985,98.0,1590.0
0,1,1,0,1,1,0,14,222,0.7245501138661985,179.0,4200.0
2,6,27,0,1,1,0,13,223,0.7245501138661985,75.0,2600.0
4,6,24,0,1,1,0,10,224,-1.45753106756328,116.0,14500.0
3,6,27,0,1,1,0,7,225,-1.45753106756328,130.0,8300.0
3,6,36,0,1,1,0,7,226,-2.1848914613731063,86.0,11490.0
2,6,24,0,1,1,0,16,227,0.11841645235801,58.0,1680.0
6,6,2,0,1,1,0,12,228,0.11841645235801,116.0,6500.0
6,6,2,1,0,1,0,17,229,0.7245501138661985,118.0,2990.0
7,1,20,1,0,1,0,6,230,0.7245501138661985,116.0,25800.0
2,6,9,0,1,1,0,11,231,0.11841645235801,95.0,3399.0
5,6,1,0,1,1,0,9,232,0.11841645235801,179.0,15000.0
6,1,10,1,0,1,0,10,233,0.7245501138661985,110.0,4500.0
4,6,2,0,1,1,0,15,234,0.11841645235801,170.0,9950.0
3,1,24,0,1,1,0,10,235,-0.48771720915017847,101.0,6100.0
0,1,2,1,0,1,0,7,236,-0.7301706737534539,116.0,37800.0
2,6,21,0,1,1,0,15,237,0.7245501138661985,116.0,5690.0
4,6,21,0,1,0,1,12,238,0.7245501138661985,116.0,5500.0
0,6,23,0,1,1,0,14,239,0.7245501138661985,0.0,1450.0
7,6,34,0,1,1,0,12,240,0.11841645235801,86.0,6900.0
1,1,24,1,0,1,0,13,241,0.11841645235801,150.0,5799.0
6,6,2,0,1,1,0,13,242,0.7245501138661985,177.0,6900.0
2,6,5,0,1,1,0,6,243,-1.9424379967698309,68.0,4700.0
7,1,20,1,0,1,0,4,244,-2.1848914613731063,170.0,32499.0
5,1,36,0,1,1,0,8,245,-0.48771720915017847,170.0,13900.0
0,6,24,0,1,1,0,18,246,0.7245501138661985,75.0,1250.0
0,1,20,0,1,1,0,8,247,0.7245501138661985,136.0,10800.0
0,1,2,0,1,1,0,11,248,0.7245501138661985,0.0,3100.0
3,1,36,1,0,1,0,13,249,0.7245501138661985,116.0,5500.0
6,1,36,0,1,1,0,14,250,0.7245501138661985,105.0,4100.0
4,1,1,0,1,1,0,12,251,0.7245501138661985,140.0,10850.0
4,6,25,0,1,1,0,10,252,-1.2150776029600046,120.0,6999.0
2,6,24,0,1,1,0,10,253,-1.2150776029600046,80.0,6350.0
0,1,20,1,0,1,0,14,254,0.7245501138661985,170.0,5250.0
2,6,25,0,1,1,0,12,255,-0.48771720915017847,73.0,4200.0
3,1,25,0,1,1,0,9,256,-0.48771720915017847,120.0,8800.0
2,6,8,0,1,1,0,15,257,0.7245501138661985,58.0,1450.0
4,6,24,0,1,1,0,14,258,0.11841645235801,147.0,5900.0
3,1,10,0,1,1,0,11,259,0.7245501138661985,140.0,8950.0
2,6,10,0,1,1,0,13,260,0.7245501138661985,150.0,3190.0
2,6,1,0,1,1,0,8,261,-1.45753106756328,86.0,10250.0
2,6,21,0,1,1,0,7,262,-1.2150776029600046,184.0,19000.0
3,6,36,0,1,1,0,12,263,0.11841645235801,116.0,6300.0
6,1,30,0,1,1,0,13,264,0.7245501138661985,105.0,3990.0
3,1,24,0,1,1,0,9,265,0.7245501138661985,120.0,6800.0
6,6,36,0,1,1,0,14,266,-0.48771720915017847,75.0,2450.0
6,1,2,0,1,1,0,9,267,-1.45753106756328,143.0,13490.0
7,6,10,1,0,1,0,14,268,-0.48771720915017847,242.0,4999.0
4,6,1,1,0,1,0,7,269,-1.45753106756328,160.0,20600.0
0,1,36,0,1,0,1,16,270,0.7245501138661985,131.0,2450.0
4,6,2,0,1,1,0,17,271,0.7245501138661985,0.0,6000.0
6,6,22,0,1,1,0,18,272,0.7245501138661985,95.0,1200.0
3,6,27,0,1,1,0,13,273,0.7245501138661985,170.0,2990.0
3,1,20,1,0,1,0,12,274,0.7245501138661985,150.0,9290.0
2,6,30,0,1,1,0,11,275,0.7245501138661985,86.0,2890.0
2,6,10,1,0,1,0,13,276,-0.7301706737534539,210.0,12999.0
6,6,20,0,1,1,0,17,277,0.11841645235801,163.0,2800.0
0,1,36,0,1,1,0,7,278,0.11841645235801,0.0,12450.0
1,1,36,0,1,0,1,16,279,0.7245501138661985,101.0,1800.0
2,4,27,0,1,1,0,8,280,0.7245501138661985,56.0,3950.0
0,6,36,0,1,1,0,9,281,0.11841645235801,102.0,6950.0
2,6,24,0,1,1,0,10,282,-0.48771720915017847,192.0,7250.0
2,6,24,1,0,1,0,11,283,-0.9726241383567292,80.0,4250.0
2,6,32,1,0,1,0,15,284,-0.48771720915017847,61.0,2190.0
3,1,20,1,0,1,0,9,285,0.7245501138661985,224.0,13990.0
4,6,25,0,1,1,0,14,286,0.7245501138661985,136.0,3999.0
0,6,2,0,1,1,0,16,287,0.7245501138661985,170.0,4000.0
2,6,32,0,1,1,0,9,288,-1.2150776029600046,61.0,3600.0
6,1,20,1,0,1,0,14,289,0.7245501138661985,177.0,6999.0
5,6,32,1,0,1,0,13,290,0.11841645235801,61.0,2300.0
6,1,36,0,1,1,0,16,291,0.7245501138661985,150.0,3500.0
0,1,1,0,1,1,0,15,292,0.7245501138661985,165.0,7500.0
6,6,1,1,0,1,0,10,293,0.7245501138661985,116.0,6499.0
7,6,35,0,1,1,0,16,294,0.7245501138661985,136.0,4500.0
0,6,36,0,1,1,0,17,295,0.7245501138661985,101.0,1655.0
2,6,24,0,1,1,0,9,296,-0.48771720915017847,90.0,5700.0
2,6,35,0,1,1,0,12,297,-0.9726241383567292,87.0,4000.0
0,1,2,1,0,1,0,7,298,0.7245501138661985,245.0,19500.0
6,6,1,1,0,1,0,17,299,0.7245501138661985,125.0,1600.0
2,1,15,0,1,1,0,12,300,0.7245501138661985,110.0,2350.0
0,1,36,0,1,1,0,10,301,0.7245501138661985,140.0,4950.0
2,6,10,0,1,1,0,9,302,-0.9726241383567292,60.0,5600.0
6,6,20,1,0,1,0,10,303,-1.2150776029600046,156.0,12800.0
2,6,21,0,1,1,0,3,304,-2.4273449259763815,136.0,24500.0
6,6,36,0,1,1,0,11,305,-0.48771720915017847,80.0,5950.0
2,6,30,0,1,1,0,11,306,0.11841645235801,86.0,4750.0
6,6,36,0,1,1,0,7,307,-1.6999845321665554,105.0,12700.0
2,6,24,0,1,1,0,11,308,-0.9726241383567292,90.0,5000.0
0,1,2,0,1,1,0,13,309,0.7245501138661985,163.0,6290.0
2,6,36,0,1,1,0,18,310,0.11841645235801,50.0,1600.0
2,6,32,1,0,1,0,11,311,0.11841645235801,0.0,3250.0
2,6,27,0,1,1,0,16,312,0.7245501138661985,58.0,1950.0
3,6,31,0,1,1,0,12,313,-1.45753106756328,64.0,4500.0
0,1,31,0,1,1,0,14,314,0.7245501138661985,101.0,2500.0
0,1,20,1,0,1,0,17,315,0.7245501138661985,143.0,4000.0
4,6,25,0,1,1,0,6,316,-2.1848914613731063,120.0,6550.0
6,6,20,0,1,0,1,5,317,-1.9424379967698309,122.0,16500.0
6,6,36,0,1,1,0,17,318,0.7245501138661985,105.0,2650.0
5,6,2,1,0,1,0,14,319,0.7245501138661985,116.0,17999.0
0,1,24,1,0,1,0,16,320,0.7245501138661985,150.0,1950.0
6,6,24,0,1,1,0,8,321,-1.45753106756328,220.0,15500.0
0,1,19,0,1,0,1,11,322,0.7245501138661985,143.0,4000.0
5,6,26,0,1,1,0,12,323,-0.9726241383567292,116.0,26890.0
0,1,37,0,1,1,0,17,324,0.7245501138661985,163.0,3499.0
6,6,24,0,1,1,0,6,325,-1.45753106756328,87.0,8300.0
6,1,30,1,0,1,0,8,326,-0.48771720915017847,170.0,13990.0
0,1,20,1,0,1,0,15,327,0.7245501138661985,204.0,3500.0
6,6,36,1,0,1,0,11,328,0.7245501138661985,116.0,11999.0
2,6,20,1,0,1,0,16,329,0.11841645235801,82.0,2350.0
7,6,11,1,0,1,0,16,330,0.11841645235801,150.0,6000.0
3,1,36,0,1,1,0,12,331,0.7245501138661985,105.0,6450.0
5,1,20,1,0,1,0,8,332,0.7245501138661985,224.0,14500.0
2,6,24,0,1,1,0,4,333,-2.1848914613731063,69.0,10999.0
4,6,20,1,0,1,0,15,334,-1.9424379967698309,163.0,11500.0
0,1,1,1,0,1,0,10,335,0.7245501138661985,143.0,11500.0
0,1,1,1,0,1,0,12,336,0.7245501138661985,224.0,8900.0
6,6,22,0,1,1,0,14,337,0.7245501138661985,109.0,2750.0
7,6,15,1,0,1,0,5,338,-2.1848914613731063,135.0,14399.0
6,6,20,0,1,1,0,17,339,-1.2150776029600046,163.0,5700.0
0,1,1,0,1,1,0,14,340,0.7245501138661985,131.0,2400.0
2,1,1,0,1,1,0,7,341,-0.9726241383567292,105.0,11900.0
2,6,10,0,1,1,0,8,342,0.11841645235801,82.0,5500.0
3,1,36,0,1,1,0,13,343,0.7245501138661985,174.0,16990.0
5,1,2,0,1,1,0,15,344,0.7245501138661985,116.0,3650.0
0,1,2,0,1,1,0,12,345,0.7245501138661985,163.0,6990.0
0,1,1,0,1,1,0,7,346,-0.7301706737534539,140.0,14500.0
0,1,36,0,1,1,0,11,347,0.7245501138661985,170.0,8650.0
6,6,2,0,1,1,0,16,348,0.7245501138661985,143.0,2800.0
6,1,36,0,1,1,0,16,349,0.7245501138661985,131.0,2100.0
6,1,0,0,1,0,1,13,350,0.7245501138661985,150.0,1500.0
0,6,20,1,0,1,0,13,351,-0.48771720915017847,163.0,9800.0
6,6,36,0,1,1,0,13,352,0.11841645235801,150.0,5900.0
0,1,10,0,1,1,0,10,353,0.7245501138661985,140.0,5800.0
2,1,24,0,1,1,0,13,354,0.7245501138661985,75.0,2450.0
5,1,20,1,0,1,0,3,355,-2.669798390579657,177.0,36999.0
0,1,36,0,1,1,0,12,356,0.7245501138661985,105.0,5450.0
4,6,19,0,1,1,0,16,357,-1.6999845321665554,0.0,6999.0
0,6,27,0,1,1,0,15,358,0.7245501138661985,120.0,1900.0
6,6,36,1,0,1,0,7,359,-1.45753106756328,116.0,24400.0
0,1,21,0,1,1,0,10,360,0.11841645235801,109.0,9990.0
4,1,10,0,1,1,0,10,361,0.7245501138661985,136.0,9000.0
2,1,24,0,1,1,0,11,362,0.7245501138661985,75.0,3550.0
6,1,36,0,1,0,1,14,363,0.7245501138661985,105.0,2950.0
3,1,24,0,1,1,0,12,364,0.11841645235801,120.0,4800.0
6,1,2,1,0,1,0,11,365,0.7245501138661985,231.0,13499.0
0,1,2,0,1,1,0,13,366,0.7245501138661985,163.0,6000.0
4,1,2,1,0,1,0,9,367,-0.48771720915017847,177.0,13000.0
7,1,35,0,1,1,0,15,368,0.7245501138661985,116.0,5250.0
2,1,32,1,0,1,0,17,369,0.7245501138661985,41.0,1100.0
5,6,2,1,0,1,0,8,370,-1.9424379967698309,116.0,26800.0
0,6,24,0,1,1,0,7,371,-1.6999845321665554,140.0,12800.0
6,6,9,0,1,1,0,12,372,0.7245501138661985,0.0,2000.0
3,6,24,0,1,1,0,15,373,0.7245501138661985,0.0,2000.0
0,1,36,0,1,1,0,13,374,0.7245501138661985,140.0,5500.0
0,6,36,0,1,1,0,3,375,-2.4273449259763815,86.0,16900.0
5,1,20,1,0,1,0,11,376,0.7245501138661985,150.0,8490.0
0,6,1,1,0,1,0,17,377,0.7245501138661985,250.0,3799.0
2,6,24,0,1,1,0,14,378,0.11841645235801,60.0,1499.0
3,1,10,0,1,1,0,10,379,0.7245501138661985,86.0,3949.0
2,6,10,0,1,1,0,16,380,0.7245501138661985,100.0,2500.0
4,6,20,1,0,1,0,18,381,0.11841645235801,214.0,9900.0
0,1,36,0,1,1,0,11,382,0.7245501138661985,140.0,4350.0
4,6,20,1,0,1,0,17,383,0.7245501138661985,163.0,6990.0
2,6,24,0,1,1,0,17,384,0.7245501138661985,60.0,1190.0
